fix,ns,nd,nf,entrophy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,contains_bug,author_date_unix_timestamp,project_no,repository_name,days_to_first_fix
False,2,9,31,4.231818682,6265,0,18.4516129,3,0.029035245,13,158.0,0.068096671,10,True,1303226769,6,fabric8,0.7656
False,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,False,1303226804,6,fabric8,
False,1,7,31,3.493109034,1033,554,181.2903226,3,0.531156661,25,189.0,1.210664455,60,True,1303283675,6,fabric8,0.1069
True,1,1,1,0.0,4,4,128.0,4,-2.35525463,4,277.0,0.575417457,24,False,1303290205,6,fabric8,
True,1,1,1,0.0,4,4,128.0,1,6.550451389,1,205.0,1.152661235,20,False,1303290205,6,fabric8,
False,1,1,1,0.0,3,2,458.0,3,0.093275463,2,206.0,11.72093312,61,False,1303291734,6,fabric8,
True,1,3,3,1.233513731,46,17,223.6666667,3,0.295397377,6,208.0,7.256674596,64,False,1303292915,6,fabric8,
False,1,8,11,2.612940141,122,147,247.6363636,3,0.343983586,19,215.0,1.973607025,75,False,1303307758,6,fabric8,
False,2,6,11,2.830063834,588,121,126.0,3,0.183873106,27,226.0,7.811021171,11,True,1303310313,6,fabric8,0.002
True,1,1,1,0.0,6,15,127.0,3,0.002037037,1,232.0,491.9090909,86,False,1303310489,6,fabric8,
True,2,2,2,1.0,4,4,346.0,3,0.125092593,20,75.5,6.995558845,4,False,1303321121,6,fabric8,
False,1,1,1,0.0,7,7,171.0,3,0.155277778,2,77.0,7.440071556,1,True,1303321174,6,fabric8,0.9023
False,1,2,3,0.820808553,93,57,156.0,3,0.197318673,10,79.0,260.8256353,4,True,1303321233,6,fabric8,0.8279
False,1,1,1,0.0,1,0,118.0,3,0.013252315,7,233.0,76.45851528,87,False,1303322378,6,fabric8,
False,1,1,2,0.965201699,82,46,203.5,3,0.340729167,4,81.5,5.786253408,6,False,1303331893,6,fabric8,
False,1,1,2,0.999337504,31,35,221.5,3,0.012662037,6,83.5,60.2321755,8,False,1303332987,6,fabric8,
False,1,1,1,0.0,1,0,164.0,3,0.147465278,3,85.0,7.781257358,9,False,1303333974,6,fabric8,
False,1,1,2,0.527642326,67,0,64.5,3,0.140769676,4,234.5,2.275950668,89,False,1303334638,6,fabric8,
False,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,False,1303334658,6,fabric8,
False,2,3,4,1.634539427,173,1,144.75,4,0.180908565,16,1.5,0.595478392,2,True,1303383643,6,fabric8,653.238
True,1,1,1,0.0,1,1,165.0,3,0.680439815,4,236.0,2.469637693,90,False,1303392764,6,fabric8,
False,1,3,6,1.916177831,169,59,328.3333333,3,0.882908951,20,239.5,1.447125918,96,True,1303395579,6,fabric8,0.0411
False,1,2,2,0.660962335,29,6,59.5,3,0.442806713,8,86.5,2.12916084,11,False,1303398895,6,fabric8,
True,1,2,3,1.236440502,14,10,368.6666667,3,0.48183642,10,89.0,1.717428331,14,False,1303398970,6,fabric8,
True,1,1,1,0.0,25,21,185.0,3,0.041122685,4,91.0,25.31747819,15,True,1303399132,6,fabric8,521.8736
False,1,1,1,0.0,31,3,144.0,3,0.058136574,2,92.0,18.20087597,16,False,1303400602,6,fabric8,
False,1,1,1,0.0,11,12,172.0,3,0.010914352,3,93.0,92.62248144,17,False,1303401545,6,fabric8,
False,1,1,2,0.987475008,43,33,224.5,3,0.093576389,10,94.5,9.014842301,19,True,1303403664,6,fabric8,0.1926
False,1,1,1,0.0,9,6,238.0,3,0.010671296,7,96.0,94.70932755,20,False,1303404586,6,fabric8,
False,1,1,1,0.0,5,5,241.0,3,0.00119213,8,97.0,839.8349515,21,False,1303404689,6,fabric8,
False,4,10,20,3.234202666,495,140,72.4,4,5.438785301,33,13.5,1.0262272,2,False,1303408527,6,fabric8,
False,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,False,1303409873,6,fabric8,
True,1,1,1,0.0,0,1,838.0,3,0.13068287,4,98.0,8.652112302,22,False,1303410261,6,fabric8,
False,1,2,3,1.433534172,188,45,211.0,3,0.098364198,18,100.0,8.070183508,25,True,1303411798,6,fabric8,0.0984
False,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,False,1303411811,6,fabric8,
False,2,7,9,2.470366781,309,19,118.6666667,3,2.381971451,7,106.0,1.106156389,24,False,1303413583,6,fabric8,
True,2,3,5,1.70628389,26,11,290.4,4,0.222798611,47,245.0,3.304160047,12,False,1303420303,6,fabric8,
False,3,3,3,0.623426993,119,101,278.3333333,4,2.795339506,30,249.0,1.124882295,13,False,1303452034,6,fabric8,
False,1,1,1,0.0,1,5,26.0,4,0.811319444,2,251.0,2.23256013,0,False,1303478625,6,fabric8,
False,2,3,3,1.206908425,17,7,174.3333333,4,5.43683642,6,253.0,1.084094593,7,False,1303482630,6,fabric8,
False,1,2,5,2.094994039,212,121,114.8,4,0.292773148,18,113.0,1.283122757,30,True,1303483542,6,fabric8,520.8966
False,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,False,1303484378,6,fabric8,
False,1,3,6,1.683732282,246,2,118.8333333,4,0.157590664,25,118.5,7.188173728,36,True,1303486859,6,fabric8,520.8582
False,1,4,17,3.542630246,448,412,72.35294118,4,0.159582653,36,130.0,5.494090176,53,False,1303488985,6,fabric8,
False,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,False,1303489648,6,fabric8,
False,1,2,6,2.1899568,186,80,131.3333333,4,0.021342593,26,141.5,11.51265365,59,True,1303491751,6,fabric8,437.8319
False,1,1,2,0.999895287,53,30,263.5,4,0.0071875,26,145.5,105.3478261,61,False,1303492372,6,fabric8,
False,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,False,1303492965,6,fabric8,
False,1,2,6,2.243549499,58,53,152.0,4,0.021898148,34,149.5,22.20695981,67,False,1303493389,6,fabric8,
False,4,10,20,3.217964477,139,494,89.95,4,0.945221065,54,264.5,1.183365293,23,True,1303493699,6,fabric8,0.0046
True,1,1,2,0.721928095,25,10,71.0,4,0.004560185,6,275.5,165.4670051,5,True,1303494093,6,fabric8,651.9597
False,1,4,9,2.65136886,108,30,246.8888889,4,0.267973251,53,157.0,5.808327542,76,True,1303495513,6,fabric8,520.758
False,1,1,1,0.0,82,4,254.0,4,0.015810185,8,162.0,64.25036603,77,False,1303496879,6,fabric8,
False,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,False,1303717350,6,fabric8,
False,2,3,4,1.05986751,108,0,32.75,4,2.181125579,1,1.5,0.835964789,2,False,1303740216,6,fabric8,
False,2,3,4,1.379419247,153,30,178.25,5,0.839126157,22,5.5,88.10744928,5,True,1303740671,6,fabric8,1.6912
False,2,6,9,2.076420346,126,71,174.2222222,3,5.487394547,12,167.0,1.052933111,30,False,1303740693,6,fabric8,
False,1,1,1,0.0,0,2,133.0,4,0.007974537,2,8.0,126.3991292,1,False,1303740905,6,fabric8,
False,2,6,7,1.938334198,225,104,213.4285714,5,1.734282407,57,175.0,1.157676969,5,True,1303745476,6,fabric8,517.865
False,1,1,2,0.591672779,24,4,137.5,5,1.483443287,7,179.5,21.48837632,85,True,1303747602,6,fabric8,517.8403
False,1,1,1,0.0,145,14,267.0,5,0.025011574,10,181.0,40.98149005,86,False,1303747637,6,fabric8,
False,6,10,21,3.844172864,711,740,97.80952381,5,4.620547288,59,288.0,1.024496009,14,False,1303802920,6,fabric8,
False,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,False,1303802979,6,fabric8,
True,2,3,8,2.184837544,116,61,156.125,5,4.767261285,37,302.5,1.049892762,15,True,1303803951,6,fabric8,798.2709
True,8,8,8,2.719294526,20,6,163.625,5,6.410811632,39,310.5,1.042421944,16,False,1303806752,6,fabric8,
True,1,2,2,0.970950594,2,3,133.5,3,8.647407407,7,315.5,1.081421257,2,False,1303809004,6,fabric8,
False,1,4,14,3.364770297,518,108,10.71428571,5,0.113397817,4,15.5,1.648449949,19,True,1303809254,6,fabric8,21.2311
False,3,4,4,1.44629402,26,27,267.0,5,4.095101273,31,318.5,1.114091399,17,True,1303810721,6,fabric8,0.0431
True,1,1,1,0.0,1,1,67.0,5,0.043148148,2,321.0,24.17596567,40,False,1303814449,6,fabric8,
False,1,2,3,1.353600077,65,10,248.6666667,2,12.09640818,5,323.0,1.051103485,42,True,1303826027,6,fabric8,433.963
False,1,2,2,0.556055449,137,2,64.0,5,2.073935185,7,24.5,1.249763622,14,True,1303828013,6,fabric8,648.0948
False,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,False,1303828028,6,fabric8,
False,1,2,3,0.771702426,53,12,101.6666667,5,1.590632716,12,27.0,1.229388763,17,False,1303845985,6,fabric8,
False,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,False,1303872194,6,fabric8,
True,1,1,1,0.0,1,1,115.0,5,0.897395833,1,83.0,2.114335461,0,False,1303886789,6,fabric8,
False,1,1,2,0.561752608,27,11,103.0,5,1.252233796,2,325.5,1.59892969,42,True,1303911113,6,fabric8,647.133
False,1,1,1,0.0,0,6,105.0,5,1.281539352,7,327.0,1.780311583,43,False,1303913645,6,fabric8,
True,1,1,1,0.0,1,1,67.0,5,1.173460648,3,328.0,1.85218026,44,False,1303915836,6,fabric8,
False,1,4,4,0.959698565,66,25,125.25,4,7.022928241,10,330.5,1.084736895,74,True,1303915872,6,fabric8,216.1042
False,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,False,1303915884,6,fabric8,
False,1,2,2,0.609840305,20,0,47.0,5,0.827118056,9,29.5,1.90676294,19,False,1303917448,6,fabric8,
False,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,False,1303917459,6,fabric8,
False,3,4,9,2.095268552,240,151,115.7777778,5,2.677521862,32,337.0,1.190048915,45,True,1303987356,6,fabric8,160.4909
False,1,1,1,0.0,1,0,132.0,2,13.05638889,7,342.0,1.076590856,9,False,1303991093,6,fabric8,
False,3,12,12,2.800382398,863,19,134.0,5,2.212903164,37,187.5,1.086261558,6,False,1303992622,6,fabric8,
False,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,False,1303992633,6,fabric8,
False,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,False,1303996453,6,fabric8,
False,1,1,1,0.0,10,9,166.0,5,6.148298611,5,343.0,1.162646622,82,True,1304335164,6,fabric8,837.3484
False,2,5,21,3.254393167,505,385,62.66666667,5,7.302420084,72,354.0,1.022607106,46,True,1304422087,6,fabric8,136.9282
False,1,2,2,0.558629373,23,0,121.0,5,0.164976852,12,365.5,5.546092325,104,True,1304436341,6,fabric8,790.9516
False,1,24,48,4.823510533,5601,0,0.0,1,0.0,0,217.5,0.0,47,False,1304439645,6,fabric8,
False,1,23,134,3.51662696,58523,0,0.0,1,0.0,0,66.5,0.0,133,False,1304439769,6,fabric8,
False,1,1,1,0.0,0,1,356.0,1,0.006516204,1,242.0,154.4635879,48,False,1304440208,6,fabric8,
False,1,93,363,5.032172425,63775,63775,176.6473829,2,0.005057934,183,424.0,2.134644622,411,False,1304440611,6,fabric8,
False,1,50,296,7.269827517,22590,22590,76.31756757,2,0.008993056,148,753.5,3.198850517,707,False,1304442165,6,fabric8,
False,1,39,166,0.426990331,540,33452,344.5481928,2,0.005987422,168,984.5,4.553146335,873,False,1304442467,6,fabric8,
False,1,1,1,0.0,3,0,107.0,2,0.067060185,2,134.0,15.91197791,134,False,1304448261,6,fabric8,
True,1,1,1,0.0,1,1,128.0,2,0.067418981,2,135.0,15.83261803,135,False,1304448292,6,fabric8,
True,1,1,1,0.0,1,1,46.0,2,0.067650463,2,136.0,15.78186484,136,False,1304448312,6,fabric8,
False,1,1,1,0.0,2,0,9.0,1,19.95612269,1,137.0,1.050109934,0,False,1304448455,6,fabric8,
True,1,2,2,1.0,2,2,40.0,2,0.082303241,4,138.5,10.11264239,138,False,1304449578,6,fabric8,
False,1,2,2,0.426228657,17,6,391.0,2,0.807256944,4,140.5,1.929072218,140,False,1304512214,6,fabric8,
False,1,2,2,0.928362072,84,12,373.0,2,0.874016204,4,142.5,1.858107661,142,False,1304517982,6,fabric8,
False,3,8,8,1.952283749,75,333,255.0,6,2.442706887,43,1071.5,1.38073818,7,False,1304518550,6,fabric8,
False,1,1,1,0.0,1,8,162.0,2,0.898981481,2,144.0,2.112369966,143,False,1304520139,6,fabric8,
False,1,2,3,0.88077855,52,4,101.6666667,5,13.77183256,10,368.0,1.040357838,107,True,1304520270,6,fabric8,789.9802
False,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,False,1304520989,6,fabric8,
True,1,2,3,1.561278124,5,3,198.0,6,0.621145833,7,1077.0,1.725522573,882,False,1304521495,6,fabric8,
False,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,False,1304521611,6,fabric8,
False,1,1,1,0.0,10,5,500.0,2,0.086481481,3,145.0,12.56316916,144,False,1304525454,6,fabric8,
False,1,1,1,0.0,9,0,25.0,5,1.197314815,1,84.0,1.835202227,0,True,1304525535,6,fabric8,789.9193
False,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,False,1304526180,6,fabric8,
False,1,2,2,0.193642805,7,127,264.5,2,1.168333333,4,146.5,1.641940086,146,False,1304543411,6,fabric8,
False,1,1,1,0.0,15,15,251.0,2,1.169050926,2,148.0,1.855394729,147,False,1304543473,6,fabric8,
False,1,2,2,0.994030211,54,1,396.5,2,0.367048611,6,149.5,3.043326081,149,False,1304543927,6,fabric8,
False,1,1,1,0.0,19,3,39.0,6,0.149803241,2,1079.0,7.675423009,32,False,1304547061,6,fabric8,
False,1,4,5,1.894114494,151,0,64.0,6,0.079293981,8,1082.0,4.451076514,37,True,1304547146,6,fabric8,834.8949
False,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,False,1304547154,6,fabric8,
False,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,False,1304547561,6,fabric8,
False,1,2,2,0.583019417,42,1,32.0,2,20.46491319,3,370.5,1.03672443,109,True,1304551081,6,fabric8,789.6236
False,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,False,1304551097,6,fabric8,
False,1,5,5,1.768789529,61,42,113.4,6,5.174173611,14,1087.0,1.052317046,42,True,1304553258,6,fabric8,0.0514
False,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,False,1304553550,6,fabric8,
True,1,4,5,1.741411676,50,30,92.6,6,0.065571759,16,1092.0,8.26377641,47,True,1304557701,6,fabric8,834.7728
False,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,False,1304584630,6,fabric8,
False,1,1,1,0.0,5,0,154.0,5,9.065949074,4,0.0,0.0,0,False,1304586218,6,fabric8,
True,1,2,2,0.721928095,4,1,137.5,6,0.351979167,13,99.5,3.130807931,14,False,1304588112,6,fabric8,
False,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,False,1304589210,6,fabric8,
False,1,1,2,1.0,128,128,64.0,6,0.36978588,3,1095.5,2.352133836,49,False,1304598017,6,fabric8,
False,1,1,1,0.0,10,0,636.0,6,0.8346875,28,1097.0,2.198053164,8,False,1304598036,6,fabric8,
False,1,1,1,0.0,11,2,218.0,6,0.147013889,9,1098.0,7.802078413,50,False,1304600814,6,fabric8,
False,17,17,17,4.062465206,45,29,159.2941176,6,9.620818355,105,1107.0,1.019891946,9,False,1304602214,6,fabric8,
True,1,1,1,0.0,1,1,576.0,2,9.005671296,4,372.0,1.111041139,43,False,1304604117,6,fabric8,
False,1,1,1,0.0,7,2,357.0,4,8.061099537,3,373.0,1.124052556,110,True,1304612351,6,fabric8,280.6541
False,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,False,1304612362,6,fabric8,
False,1,1,1,0.0,43,7,505.0,2,1.007789352,4,151.0,1.992270853,150,False,1304612527,6,fabric8,
False,1,2,5,1.832358501,48,16,301.6,2,1.306928241,15,154.0,1.306296967,155,False,1304620035,6,fabric8,
False,1,1,2,0.2108423,37,23,359.5,2,0.018923611,10,157.5,40.63302752,157,False,1304621670,6,fabric8,
True,1,1,1,0.0,1,1,128.0,6,1.198368056,4,159.0,1.834468171,158,False,1304622089,6,fabric8,
False,1,1,1,0.0,5,0,89.0,2,20.57988426,3,374.0,1.048591138,10,False,1304628894,6,fabric8,
False,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,False,1304628904,6,fabric8,
False,1,4,6,2.077946788,54,23,201.6666667,2,1.469243827,20,162.5,1.198705097,164,False,1304629144,6,fabric8,
False,1,1,4,1.974937501,7,2,80.0,6,9.545329861,7,102.5,1.295002686,18,True,1304670122,6,fabric8,833.4716
False,1,5,5,1.958212457,93,93,20.6,6,0.838652778,11,107.0,1.367939631,23,False,1304670149,6,fabric8,
False,1,1,1,0.0,16,0,0.0,1,0.0,0,110.0,0.0,24,False,1304670172,6,fabric8,
False,1,1,2,0.994442325,60,54,105.0,6,1.205746528,3,111.5,1.805454706,26,False,1304670244,6,fabric8,
False,1,4,6,1.913378065,195,4,36.0,6,0.000462963,5,115.5,300.6666667,32,False,1304670364,6,fabric8,
False,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,False,1304670378,6,fabric8,
False,2,2,2,0.532835063,64,2,94.5,5,8.914565972,9,23.5,1.078210166,20,True,1304670392,6,fabric8,349.9302
False,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,False,1304670471,6,fabric8,
False,1,1,1,0.0,4,3,146.0,5,10.0497338,6,1.0,1.099505123,0,False,1304675049,6,fabric8,
True,1,1,1,0.0,2,1,170.0,2,2.709930556,2,1116.0,1.369013146,884,False,1304676605,6,fabric8,
False,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,False,1304676624,6,fabric8,
False,2,11,13,3.468072591,659,0,49.69230769,7,0.069849537,30,8.0,0.161636019,11,False,1304680669,6,fabric8,
False,1,4,11,3.139622779,386,140,37.09090909,6,0.222434764,9,124.0,2.715757667,43,True,1304681407,6,fabric8,833.341
False,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,False,1304681421,6,fabric8,
True,1,1,1,0.0,16,7,576.0,2,0.904398148,5,375.0,2.105707704,44,True,1304682257,6,fabric8,300.3186
False,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,False,1304682402,6,fabric8,
False,1,2,2,0.442571065,98,0,63.0,5,5.100769676,6,376.5,0.549012211,48,True,1304684333,6,fabric8,638.1837
False,1,2,3,0.976300952,31,5,328.3333333,2,15.18070216,8,379.0,5.613771141,47,False,1304688529,6,fabric8,
False,1,1,1,0.0,15,0,191.0,5,0.2190625,9,381.0,5.564907275,11,False,1304689319,6,fabric8,
False,1,3,6,2.371350691,86,16,37.0,6,0.115750386,6,132.5,4.971282082,49,False,1304691161,6,fabric8,
False,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,False,1304691246,6,fabric8,
False,1,1,2,1.0,115,115,57.5,7,0.06134838,1,15.5,9.150174512,13,False,1304691270,6,fabric8,
True,1,1,1,0.0,115,0,0.0,7,0.014988426,2,17.0,67.71814672,14,False,1304692565,6,fabric8,
False,1,1,1,0.0,4,4,139.0,6,0.130127315,4,136.0,8.684781642,50,True,1304692650,6,fabric8,833.2109
False,1,1,1,0.0,4,10,197.0,6,2.02068287,3,1117.0,1.494882208,885,False,1304693137,6,fabric8,
False,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,False,1304693141,6,fabric8,
False,1,1,1,0.0,2,2,191.0,6,0.003275463,4,1118.0,306.3003534,886,False,1304693420,6,fabric8,
False,1,1,1,0.0,2,0,588.0,2,1.747048611,4,166.0,1.572393918,165,False,1304694872,6,fabric8,
False,1,5,7,2.502388446,73,24,85.0,6,0.22385582,23,140.0,6.124813161,57,False,1304695414,6,fabric8,
False,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,False,1304695434,6,fabric8,
False,1,3,4,1.840974564,26,2,109.75,6,0.084722222,21,145.5,4.11466574,61,True,1304696411,6,fabric8,833.1673
False,1,1,1,0.0,1,1,87.0,6,0.178194444,3,1119.0,6.611847233,52,True,1304696803,6,fabric8,833.1628
False,1,1,1,0.0,3,0,37.0,6,0.004652778,4,1120.0,215.9253731,53,False,1304696813,6,fabric8,
False,1,1,1,0.0,1,0,71.0,6,0.22275463,2,148.0,5.489244518,62,False,1304700653,6,fabric8,
False,5,6,6,1.213434833,111,6,346.0,7,1.672706404,52,384.5,3.294321756,18,True,1304702217,6,fabric8,853.9142
False,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,False,1304702233,6,fabric8,
False,1,1,1,0.0,0,2,367.0,7,0.090983796,5,388.0,11.99096807,112,False,1304710078,6,fabric8,
False,1,2,7,2.637443579,220,0,0.0,1,0.0,0,170.0,0.0,172,False,1304711763,6,fabric8,
False,1,1,1,0.0,45,13,51.0,1,0.211423611,1,174.0,5.729840696,173,False,1304730030,6,fabric8,
False,1,1,1,0.0,6,3,83.0,1,0.016215278,2,175.0,62.67023555,174,False,1304731431,6,fabric8,
False,1,4,4,1.288800943,18,100,66.75,6,1.388249421,14,150.5,1.36218654,66,False,1304756917,6,fabric8,
False,1,3,5,1.811547517,114,63,110.6,6,1.266831019,30,1123.0,1.346251603,58,True,1304790025,6,fabric8,832.0838
False,1,1,2,0.995252549,74,0,42.0,6,1.753119213,4,1126.5,2.581164405,60,True,1304820055,6,fabric8,831.7363
False,1,1,1,0.0,1,6,83.0,6,0.347835648,7,1128.0,3.874920973,61,False,1304820078,6,fabric8,
False,1,1,1,0.0,31,26,78.0,6,0.490520833,8,1129.0,3.038649395,62,False,1304862459,6,fabric8,
False,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,False,1304927722,6,fabric8,
