fix,ns,nd,nf,entrophy,la,ld,lt,ndev,age,nuc,exp,rexp,sexp,contains_bug,author_date_unix_timestamp,project_no,repository_name,days_to_first_fix
False,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,False,1263295709,8,npm,
False,1,1,1,0.0,6,4,38.0,1,0.127546296,4,87.0,8.840290381,38,False,1263295892,8,npm,
False,1,1,1,0.0,1,0,40.0,1,0.612800926,5,88.0,2.63185132,39,False,1263348838,8,npm,
False,2,2,4,1.695235033,21,12,51.75,1,0.323813657,11,90.5,181.7892804,42,False,1263348958,8,npm,
False,1,1,1,0.0,64,0,0.0,1,0.0,0,93.0,0.0,0,False,1263462068,8,npm,
False,2,2,3,1.521928095,9,1,76.33333333,1,4.218055556,6,95.0,0.751771369,24,False,1263952173,8,npm,
True,1,1,1,0.0,1,1,11.0,1,21.26251157,2,97.0,1.047031133,43,False,1265132595,8,npm,
False,2,2,2,1.0,2,2,90.0,1,7.1821875,9,98.5,2.459140681,25,False,1265162925,8,npm,
False,1,1,1,0.0,19,1,4.0,1,14.02581019,1,100.0,1.071297129,3,False,1265164003,8,npm,
False,1,1,1,0.0,4,1,8.0,1,35.31306713,1,101.0,1.028318129,45,False,1266400007,8,npm,
False,1,1,1,0.0,4,1,11.0,1,0.0,2,108.0,0.0,47,False,1266400007,8,npm,
False,2,3,6,1.061828398,260,132,65.66666667,1,32.38389082,39,104.5,1.020117585,46,False,1266403874,8,npm,
False,1,1,1,0.0,2,2,65.0,1,0.517037037,3,109.0,2.934097421,31,False,1266448546,8,npm,
False,1,1,1,0.0,57,0,0.0,1,0.0,0,110.0,0.0,48,False,1266452809,8,npm,
False,1,1,1,0.0,57,0,59.0,1,-0.000706019,2,112.0,-1415.393443,50,True,1266452809,8,npm,275.0789
False,1,1,1,0.0,3,1,57.0,1,0.000706019,1,111.0,1417.393443,49,False,1266452870,8,npm,
False,1,1,1,0.0,3,1,116.0,1,0.000706019,3,113.0,1417.393443,51,False,1266452870,8,npm,
False,1,1,1,0.0,8,3,118.0,1,0.0290625,4,114.0,35.40860215,52,False,1266455381,8,npm,
False,1,1,1,0.0,4,3,65.0,1,0.079386574,4,115.0,13.59658842,32,False,1266455405,8,npm,
False,1,1,1,0.0,21,13,279.0,1,0.596643519,8,116.0,2.676042677,33,False,1266455424,8,npm,
False,1,1,1,0.0,7,27,43.0,1,36.01309028,7,117.0,1.027767681,53,False,1266460489,8,npm,
False,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,False,1266460505,8,npm,
False,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0,False,1266460597,8,npm,
False,1,1,1,0.0,2,1,14.0,1,4.599143519,3,118.0,1.217431788,54,False,1266797373,8,npm,
False,1,1,1,0.0,38,0,0.0,1,0.0,0,119.0,0.0,34,False,1266828546,8,npm,
False,1,1,1,0.0,10,2,23.0,1,4.26025463,8,129.0,1.234727754,58,False,1266828575,8,npm,
False,1,1,1,0.0,1,1,15.0,1,0.361435185,4,120.0,3.76674779,55,False,1266828601,8,npm,
False,1,1,2,0.868721246,0,100,50.0,1,4.916064815,8,121.5,1.152561048,36,False,1266828622,8,npm,
False,1,1,1,0.0,10,12,123.0,1,4.320798611,5,123.0,1.231438697,56,False,1266828698,8,npm,
False,1,1,1,0.0,34,0,0.0,1,0.0,0,124.0,0.0,37,True,1266828723,8,npm,152.9481
False,2,2,2,0.794102142,37,34,38.5,1,11.80076389,9,126.5,1.04711815,39,True,1266828751,8,npm,9.7971
False,1,1,1,0.0,1,1,60.0,1,4.917974537,4,125.0,1.203335742,38,False,1266828787,8,npm,
False,1,1,1,0.0,188,198,287.0,1,4.32150463,9,128.0,1.231400886,40,False,1266828802,8,npm,
False,2,2,2,0.591672779,4,3,199.0,1,0.004826389,16,130.5,144.9094354,41,False,1266829167,8,npm,
False,1,1,1,0.0,10,6,38.0,1,0.382511574,1,132.0,3.614299979,42,False,1266861595,8,npm,
False,1,1,1,0.0,1,1,42.0,1,0.005138889,2,133.0,195.5945946,43,False,1266862039,8,npm,
False,1,1,1,0.0,96,0,0.0,1,0.0,0,134.0,0.0,44,True,1267239384,8,npm,6.4248
False,1,1,1,0.0,2,2,96.0,1,0.101238426,1,135.0,10.87767234,45,False,1267248131,8,npm,
False,1,1,1,0.0,1,1,60.0,1,4.855821759,5,136.0,1.205938366,46,False,1267248330,8,npm,
False,1,1,1,0.0,1,0,121.0,1,4.852175926,7,137.0,1.206093104,60,False,1267248395,8,npm,
False,1,1,1,0.0,97,9,278.0,1,4.852372685,11,138.0,1.206084748,47,False,1267248412,8,npm,
False,1,1,1,0.0,2,2,96.0,1,0.029675926,2,139.0,34.69734789,48,False,1267250695,8,npm,
False,2,2,4,1.600451209,20,1,3.75,1,1.221533565,5,141.5,1.20466077,2,False,1267250763,8,npm,
False,1,2,5,2.092257944,115,95,80.0,1,1.302113426,13,146.0,1.998623844,53,True,1267319824,8,npm,1154.466
False,2,2,2,0.353359335,15,0,9.0,1,5.300734954,22,149.5,0.547163271,62,False,1267319841,8,npm,
False,1,1,1,0.0,1,1,18.0,1,0.80181713,6,151.0,2.247167169,63,False,1267320040,8,npm,
False,1,1,1,0.0,1,1,14.0,1,0.003055556,1,152.0,328.2727273,55,False,1267320105,8,npm,
False,2,2,3,0.574828144,28,1,47.0,1,0.299699074,31,154.0,2.143233003,65,False,1267322959,8,npm,
False,1,1,1,0.0,9,0,31.0,1,5.733275463,9,156.0,1.174420365,66,False,1267323930,8,npm,
False,1,1,1,0.0,13,5,26.0,1,0.011342593,1,157.0,89.16326531,57,False,1267323939,8,npm,
False,1,1,1,0.0,1,1,18.0,1,0.045335648,7,158.0,23.05769722,67,False,1267323957,8,npm,
False,1,1,1,0.0,49,0,14.0,1,0.157222222,2,159.0,7.360424028,58,False,1267333689,8,npm,
False,1,1,1,0.0,5,1,335.0,1,0.160717593,13,160.0,7.222094196,59,False,1267333710,8,npm,
False,1,1,1,0.0,5,3,34.0,1,0.116805556,2,161.0,9.561236623,60,False,1267334031,8,npm,
False,1,1,1,0.0,2,0,40.0,1,0.117233796,10,162.0,9.529963471,68,False,1267334059,8,npm,
False,1,1,1,0.0,7,4,339.0,1,0.898611111,14,163.0,2.112828439,61,False,1267411350,8,npm,
False,1,1,1,0.0,0,2,42.0,1,0.895752315,11,164.0,2.116380034,69,False,1267411452,8,npm,
False,1,1,1,0.0,16,5,122.0,1,1.085173611,9,165.0,1.921511535,70,False,1267416718,8,npm,
False,1,1,1,0.0,0,4,63.0,1,0.961215278,3,166.0,2.040349673,62,False,1267416738,8,npm,
False,1,1,1,0.0,13,3,36.0,1,0.957581019,3,167.0,2.04429806,63,False,1267416766,8,npm,
False,1,1,1,0.0,11,0,20.0,1,1.08599537,24,168.0,1.920814239,71,False,1267416789,8,npm,
False,1,1,1,0.0,10,12,342.0,1,0.063587963,15,169.0,16.72624681,64,False,1267416844,8,npm,
False,1,1,1,0.0,10,5,70.0,1,6.8296875,6,170.0,1.146419584,65,True,1267418836,8,npm,2.9674
False,1,2,2,0.238684511,26,25,178.5,1,0.584780093,17,171.5,22.86671709,67,False,1267418859,8,npm,
False,1,1,4,1.978449329,56,2,1.0,1,1.008229167,2,174.5,0.685969625,6,True,1267424985,8,npm,0.1301
False,1,1,1,0.0,15,14,18.0,1,1.171655093,8,177.0,1.853493495,72,False,1267425188,8,npm,
False,1,1,1,0.0,38,0,0.0,1,0.0,0,178.0,0.0,68,False,1267434541,8,npm,
False,1,1,1,0.0,31,0,40.0,1,0.267708333,12,179.0,4.73540856,73,False,1267434582,8,npm,
False,1,1,1,0.0,0,1,46.0,1,0.206331019,4,180.0,5.846581029,69,False,1267434593,8,npm,
False,1,1,1,0.0,47,26,59.0,1,0.207002315,4,181.0,5.830863852,70,False,1267434623,8,npm,
False,1,1,1,0.0,43,0,0.0,1,0.0,0,182.0,0.0,71,True,1267434643,8,npm,0.0842
False,1,2,2,0.941186437,37,30,170.5,1,0.091597222,17,183.5,6.458680819,73,True,1267434687,8,npm,65.7573
False,1,1,1,0.0,6,2,17.0,1,0.183472222,2,185.0,6.450416351,74,False,1267434711,8,npm,
False,1,1,5,0.0,8,2,14.0,1,0.532273148,7,188.0,2.87588634,11,True,1267436129,8,npm,0.0011
True,1,1,1,0.0,0,3,23.0,1,0.001145833,3,191.0,873.7272727,12,False,1267436228,8,npm,
True,1,1,1,0.0,0,1,20.0,1,0.000486111,4,192.0,2058.142857,13,False,1267436270,8,npm,
False,1,1,4,2.0,4,4,15.0,1,0.003967014,12,194.5,124.221475,17,False,1267436507,8,npm,
True,1,1,1,0.0,4,0,19.0,1,0.001099537,6,197.0,910.4736842,18,True,1267436602,8,npm,0.0004
True,1,1,1,0.0,1,1,23.0,1,0.000393519,7,198.0,2542.176471,19,True,1267436636,8,npm,0.0807
False,1,1,1,0.0,1,1,17.0,1,0.061840278,3,199.0,17.17069062,20,False,1267441850,8,npm,
False,1,1,1,0.0,1,1,133.0,1,0.291041667,10,200.0,4.435934145,74,False,1267441864,8,npm,
False,1,1,1,0.0,12,9,31.0,1,0.290393519,25,201.0,4.443603029,75,False,1267441879,8,npm,
True,1,1,1,0.0,10,9,43.0,1,0.084155093,1,202.0,12.88282217,75,False,1267441914,8,npm,
False,1,1,1,0.0,1,0,80.0,1,0.084895833,5,203.0,12.7791411,76,False,1267441958,8,npm,
False,1,1,1,0.0,1,1,324.0,1,0.085069444,18,204.0,12.75510204,77,False,1267442037,8,npm,
False,1,1,1,0.0,4,1,24.0,1,0.085486111,1,205.0,12.69780666,78,False,1267442073,8,npm,
False,1,1,1,0.0,1,1,19.0,1,0.195578704,9,206.0,6.113031128,76,False,1267442086,8,npm,
False,1,1,2,0.650022422,4,2,76.0,1,0.004571759,21,207.5,141.0590384,78,False,1267442370,8,npm,
False,1,1,1,0.0,3,1,44.0,1,0.016296296,2,209.0,62.36363636,79,False,1267443322,8,npm,
True,1,1,1,0.0,0,4,23.0,1,0.080706019,8,210.0,13.39064965,21,False,1267443609,8,npm,
False,2,2,2,0.987692509,20,3,35.0,1,4.688524306,11,211.5,1.123579521,80,False,1267443629,8,npm,
False,1,1,1,0.0,47,3,71.0,1,0.126006944,13,213.0,8.936070543,80,False,1267445469,8,npm,
False,1,1,1,0.0,1,1,115.0,1,0.003391204,14,214.0,295.8805461,81,False,1267445762,8,npm,
False,1,1,1,0.0,18,0,324.0,1,1.928715278,19,215.0,1.518479846,81,False,1267608678,8,npm,
False,1,1,1,0.0,1,0,342.0,1,0.011273148,20,216.0,89.7063655,82,False,1267609652,8,npm,
False,1,1,1,0.0,1,1,46.0,1,1.943020833,3,217.0,1.514662521,83,False,1267611199,8,npm,
False,1,1,1,0.0,9,3,115.0,1,1.91505787,15,218.0,1.522177432,82,False,1267611223,8,npm,
False,1,2,3,1.033260688,258,229,129.6666667,1,0.339193673,25,220.0,1.63806091,86,True,1267654385,8,npm,1.2337
False,1,1,1,0.0,6,1,34.0,1,2.460300926,26,222.0,1.406454344,83,False,1267654449,8,npm,
False,1,1,1,0.0,8,1,136.0,1,2.455231481,12,223.0,1.407293572,84,False,1267654502,8,npm,
False,1,1,1,0.0,61,0,0.0,1,0.0,0,224.0,0.0,87,False,1267654683,8,npm,
False,1,1,1,0.0,1,0,143.0,1,0.002650463,13,225.0,378.2925764,85,False,1267654731,8,npm,
False,1,1,1,0.0,1,0,39.0,1,0.00400463,27,226.0,250.7109827,86,False,1267654795,8,npm,
False,1,1,1,0.0,3,1,27.0,1,2.471168981,2,227.0,1.404666782,88,False,1267655582,8,npm,
False,1,1,1,0.0,0,1,121.0,1,0.527094907,16,228.0,2.897191542,87,False,1267656764,8,npm,
False,1,1,1,0.0,2,2,81.0,1,2.486215278,6,229.0,1.402217784,89,False,1267656767,8,npm,
False,1,1,1,0.0,3,0,42.0,1,9.205972222,3,230.0,1.108625138,90,False,1267657435,8,npm,
False,1,1,1,0.0,1,1,19.0,1,2.676840278,6,231.0,1.373574773,88,False,1267674908,8,npm,
False,1,1,1,0.0,19,11,252.0,1,0.239467593,1,232.0,5.175930401,91,False,1267675075,8,npm,
True,1,1,1,0.0,8,3,75.0,1,2.967430556,7,233.0,1.336991879,92,False,1267675222,8,npm,
False,1,1,1,0.0,1,0,61.0,1,0.242685185,1,234.0,5.12056467,93,False,1267675651,8,npm,
False,2,2,2,0.353359335,15,0,83.0,1,0.240746528,22,235.5,4.241281918,94,False,1267676375,8,npm,
False,1,1,1,0.0,2,2,19.0,1,0.097638889,7,237.0,11.24182077,90,False,1267683344,8,npm,
False,1,1,1,0.0,1,1,144.0,1,0.465648148,14,238.0,3.147544243,91,False,1267694963,8,npm,
False,1,1,2,0.291818257,106,11,76.0,1,1.577228009,29,239.5,3.400332608,93,False,1267695645,8,npm,
False,1,1,1,0.0,1,0,231.0,1,0.619097222,19,241.0,2.615255188,94,False,1267749135,8,npm,
False,1,1,1,0.0,10,4,47.0,1,0.944976852,6,242.0,2.05822698,95,True,1267758021,8,npm,141.9518
False,1,1,1,0.0,2,3,53.0,1,0.000856481,7,243.0,1168.567568,96,False,1267758095,8,npm,
True,1,1,1,0.0,7,7,260.0,1,0.994189815,2,244.0,2.005844141,97,False,1267760973,8,npm,
False,1,1,1,0.0,1,2,52.0,1,0.034351852,8,245.0,30.11051213,98,False,1267761063,8,npm,
False,1,1,1,0.0,9,4,96.0,1,5.907349537,3,246.0,1.169280655,99,False,1267761090,8,npm,
False,1,1,1,0.0,6,3,101.0,1,0.031435185,4,247.0,32.81148748,100,False,1267763806,8,npm,
False,1,1,1,0.0,33,1,29.0,1,1.278877315,3,248.0,1.781935834,101,True,1267766077,8,npm,0.3288
False,1,1,1,0.0,0,1,232.0,1,0.196400463,20,249.0,6.091637692,95,False,1267766104,8,npm,
False,1,1,1,0.0,16,0,231.0,1,0.002083333,21,250.0,481.0,96,False,1267766284,8,npm,
False,1,1,1,0.0,2,2,247.0,1,0.001539352,22,251.0,650.6240602,97,False,1267766417,8,npm,
False,3,4,19,3.295182149,77,116,59.63157895,1,1.694800195,129,261.0,1.166046876,22,True,1267767572,8,npm,824.6728
False,2,2,2,0.721928095,3,2,25.5,1,0.024409722,30,271.5,31.7254623,101,False,1267769681,8,npm,
True,1,1,1,0.0,4,7,260.0,1,0.029444444,4,273.0,34.96226415,118,True,1267770116,8,npm,232.9676
False,1,1,1,0.0,8,3,45.0,1,1.30744213,4,274.0,1.764852208,119,False,1267770398,8,npm,
False,3,3,9,3.064668616,47,81,51.66666667,1,1.741233282,51,279.0,5.647019188,27,True,1267772540,8,npm,272.7878
False,1,1,1,0.0,14,1,247.0,1,0.084386574,23,284.0,12.85022631,103,False,1267773708,8,npm,
False,1,1,1,0.0,1,1,260.0,1,0.005023148,24,285.0,200.078341,104,False,1267774142,8,npm,
False,1,1,1,0.0,2,0,260.0,1,0.194456019,25,286.0,6.142551039,105,False,1267790943,8,npm,
False,1,2,6,2.389710819,53,51,108.5,1,0.236608796,49,289.5,2.873905456,128,False,1267790970,8,npm,
False,1,1,1,0.0,2,1,10.0,1,0.283020833,1,293.0,4.533308796,129,False,1267792025,8,npm,
False,1,1,1,0.0,16,20,61.0,1,0.013368056,4,294.0,75.80519481,130,False,1267792125,8,npm,
False,2,2,3,0.195647031,79,0,60.33333333,1,0.182858796,46,296.0,3.934624062,107,True,1267792325,8,npm,135.7449
True,1,1,2,0.881290899,12,8,82.5,1,0.333310185,10,298.5,3.355105031,133,False,1267794487,8,npm,
False,1,1,1,0.0,19,13,262.0,1,0.046006944,26,300.0,22.73584906,108,False,1267794918,8,npm,
False,1,1,1,0.0,1,1,11.0,1,0.261273148,14,301.0,4.827412067,109,False,1267795114,8,npm,
False,1,2,2,0.835603828,67,27,92.5,1,0.382291667,7,303.5,2.92040459,135,True,1267826436,8,npm,30.2993
False,1,1,1,0.0,26,2,100.0,1,0.141319444,2,305.0,8.076167076,136,True,1267838646,8,npm,135.2088
False,1,1,2,1.0,2,0,91.5,1,0.537199074,48,306.5,2.396130478,112,False,1267838739,8,npm,
False,1,1,1,0.0,1,1,11.0,1,0.506770833,15,302.0,2.97327852,110,False,1267838899,8,npm,
False,1,1,1,0.0,22,4,268.0,1,0.512638889,27,308.0,2.95069087,113,False,1267839210,8,npm,
False,1,1,1,0.0,1,1,124.0,1,0.029849537,3,309.0,34.50135712,137,False,1267841225,8,npm,
False,1,1,1,0.0,1,63,64.0,1,45.01399306,2,310.0,1.022215314,4,False,1267841382,8,npm,
False,1,1,1,0.0,1,1,286.0,1,1.7803125,28,311.0,1.56169914,114,False,1267993029,8,npm,
False,2,2,2,0.829607103,49,35,213.5,1,2.082008102,25,312.5,1.396997684,138,True,1267994740,8,npm,197.0607
False,1,1,1,0.0,1,0,286.0,1,0.025856481,29,314.0,39.67502238,116,False,1267995263,8,npm,
False,1,1,1,0.0,6,10,307.0,1,0.028668981,8,315.0,35.88090432,139,False,1267997217,8,npm,
False,1,1,1,0.0,1,0,11.0,1,1.833506944,16,316.0,1.545402897,117,False,1267997314,8,npm,
False,1,1,1,0.0,34,1,2.0,1,4.289189815,3,317.0,1.233144263,5,False,1268211968,8,npm,
False,1,1,1,0.0,3,1,287.0,1,2.508506944,30,318.0,1.398643505,118,False,1268211998,8,npm,
False,1,1,1,0.0,7,0,0.0,1,0.0,0,319.0,0.0,6,False,1268212032,8,npm,
False,1,1,1,0.0,18,0,35.0,1,0.00931713,4,320.0,108.3291925,7,False,1268212773,8,npm,
False,1,2,2,0.966272647,130,0,0.0,1,0.0,0,321.5,0.0,141,True,1268257173,8,npm,69.4024
False,1,1,1,0.0,2,0,7.0,1,0.522951389,1,323.0,2.912223624,8,False,1268257215,8,npm,
False,1,1,2,0.371232327,14,0,86.5,1,3.941174769,51,324.5,1.227993635,120,False,1268257257,8,npm,
False,1,1,1,0.0,3,5,53.0,1,0.713020833,5,326.0,2.402483565,9,False,1268274378,8,npm,
False,1,1,1,0.0,39,29,79.0,1,0.19962963,1,327.0,6.009276438,142,False,1268274421,8,npm,
False,1,1,1,0.0,1,1,51.0,1,0.199780093,1,328.0,6.005503737,143,False,1268274434,8,npm,
False,1,2,5,2.321928095,5,5,124.6,1,5.110314815,53,331.0,1.090173368,148,False,1268274454,8,npm,
False,1,1,1,0.0,19,12,89.0,1,0.178136574,2,334.0,6.613670327,149,False,1268289812,8,npm,
False,2,2,3,1.061278124,8,0,62.33333333,1,0.251350309,53,336.0,3.21028396,122,False,1268289832,8,npm,
False,1,1,1,0.0,148,56,289.0,1,2.471898148,31,0.0,0.0,0,False,1268425570,8,npm,
False,1,1,3,1.476896834,31,15,27.33333333,1,14.03275077,10,2.0,1.170168824,2,False,1268444295,8,npm,
False,2,3,4,1.457864224,21,26,34.5,1,15.29961806,52,339.5,1.030599372,124,False,1269198967,8,npm,
False,1,1,2,1.0,3,1,196.5,1,11.4340162,49,342.5,1.077695055,126,False,1269199341,8,npm,
False,1,1,1,0.0,1,1,49.0,1,0.05599537,35,344.0,18.85861926,127,False,1269203805,8,npm,
False,1,1,1,0.0,1,0,96.0,1,10.57886574,3,345.0,1.094528093,153,False,1269203826,8,npm,
False,1,1,1,0.0,4,0,383.0,1,0.059409722,33,346.0,17.83226184,128,False,1269204474,8,npm,
False,1,1,1,0.0,1,1,12.0,1,0.059733796,18,347.0,17.74094168,129,False,1269204502,8,npm,
False,1,1,1,0.0,28,0,0.0,1,0.0,0,0.0,0.0,0,False,1269294390,8,npm,
False,2,3,8,1.998624389,413,9,38.75,2,1.737677951,62,4.5,1.081068715,1,True,1269298234,8,npm,104.3673
False,1,2,14,3.723231429,30,30,65.71428571,2,10.86474454,85,354.5,1.025178697,167,True,1269299596,8,npm,124.2858
False,1,2,2,0.863120569,4,3,70.0,2,0.009780093,7,362.5,289.9767643,169,False,1269299760,8,npm,
False,1,1,1,0.0,1,1,118.0,2,0.001215278,6,364.0,823.8571429,170,False,1269299865,8,npm,
False,1,1,1,0.0,5,2,29.0,2,0.041608796,3,365.0,25.03337969,171,False,1269303191,8,npm,
False,1,1,1,0.0,5,2,50.0,2,0.06005787,37,366.0,17.65060705,130,True,1269303423,8,npm,1.7771
False,1,1,1,0.0,13,0,61.0,2,1.098148148,8,367.0,1.910623946,172,False,1269394476,8,npm,
False,1,1,1,0.0,2,1,23.0,2,1.399212963,3,368.0,1.71468749,173,False,1269420652,8,npm,
False,1,1,1,0.0,1,1,74.0,2,0.310590278,9,369.0,4.219675797,174,False,1269421311,8,npm,
True,1,1,1,0.0,1,1,53.0,2,1.777071759,38,370.0,1.562723477,131,True,1269456962,8,npm,116.2322
False,1,1,1,0.0,7,3,51.0,2,1.824224537,11,371.0,1.548178133,175,False,1269457209,8,npm,
False,1,1,1,0.0,0,1,46.0,1,2.990486111,7,372.0,1.334393795,176,False,1269457345,8,npm,
False,1,1,1,0.0,1,1,32.0,2,1.791840278,4,373.0,1.558085457,177,False,1269458006,8,npm,
False,1,1,1,0.0,1,1,32.0,2,0.003287037,5,374.0,305.2253521,178,False,1269458290,8,npm,
False,1,1,1,0.0,3,0,53.0,2,0.024537037,39,375.0,41.75471698,132,False,1269459082,8,npm,
False,1,1,1,0.0,0,9,56.0,2,0.000914352,40,376.0,1094.670886,133,False,1269459161,8,npm,
False,2,3,3,1.135815998,32,24,34.33333333,2,1.253607253,51,378.0,1.429404053,134,False,1269554346,8,npm,
False,1,1,1,0.0,2,2,40.0,2,0.001018519,7,380.0,982.8181818,181,False,1269554434,8,npm,
False,2,2,3,0.30149693,46,0,62.0,2,0.994050926,64,382.0,1.336000923,136,False,1269555119,8,npm,
False,1,1,1,0.0,13,2,44.0,2,0.005578704,1,384.0,180.253112,183,False,1269555601,8,npm,
False,1,1,1,0.0,6,2,40.0,2,0.013923611,8,385.0,72.82044888,184,False,1269555637,8,npm,
False,1,1,1,0.0,2,2,11.0,1,20.41328704,2,386.0,1.048987701,185,False,1269555733,8,npm,
False,1,2,2,0.503258335,9,0,49.5,2,0.039305556,11,387.5,20.01420259,187,False,1269559015,8,npm,
